,base_name
12,obamaapp_2016
6,healthreformbill_2016
15,policies_favor_2016
14,police_threat_2016
16,pp_primary16_2016
17,reverse_discrimination_2016
18,taxdoug_2016
5,gvmt_involment_2016
0,RIGGED_SYSTEM_3_2016
2,affirmact_gen_2016
7,imiss_d_2016
11,immi_naturalize_2016
8,imiss_l_2016
21,wealth_2016
10,immi_muslim_2016
1,RIGGED_SYSTEM_4_2016
19,univhealthcov_2016
20,view_transgender_2016
4,govt_reg_2016
3,envwarm_2016
9,immi_contribution_2016
13,pid3_2016
